,player_id,player.name,player.name.GK,possession_team.name,play_pattern.name,shot.statsbomb_xg,shot.first_time,location.x,location.y,DistToGoal,DistToKeeper,AngleToGoal,AngleDeviation,avevelocity,DefendersInCone,InCone.GK,under_pressure,goal,shot.type.name_Free.Kick,shot.type.name_Open.Play,shot.type.name_Penalty,shot.technique.name_Half.Volley,shot.technique.name_Lob,shot.technique.name_Normal,shot.technique.name_Volley,shot.body_part.name_processed_Head,shot.body_part.name_processed_Other,shot.body_part.name_processed_Stronger.Foot,shot.body_part.name_processed_Weaker.Foot
101,2,Thierry Henry,Antti Mikko Niemi,Arsenal,From Counter,0.030282678,0,99.2,23.3,2.893589726,0.783806279,2.196631194,0.141341664,-0.04674872,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
102,2,Thierry Henry,Antti Mikko Niemi,Arsenal,From Goal Kick,0.010373374,0,94,26.2,3.193078479,0.605574979,1.584434519,0.184568984,-0.062257426,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
103,2,Thierry Henry,Antti Mikko Niemi,Arsenal,From Throw In,0.030690491,0,98.8,27.4,2.675244955,0.481210508,1.741229248,0.192151497,-0.050241913,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
104,2,Thierry Henry,Antti Mikko Niemi,Arsenal,From Free Kick,0.009911504,0,91.7,24.9,3.47958083,0.278393433,1.591518913,1.590152768,-0.048310598,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0
105,2,Thierry Henry,Antti Mikko Niemi,Arsenal,From Goal Kick,0.021994784,0,95.1,29.5,2.931427126,0.436945976,1.295776972,1.286328619,-0.04566649,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0
106,2,Thierry Henry,Antti Mikko Niemi,Arsenal,Regular Play,0.0327227,0,99.5,24.9,2.76194457,1.522342222,2.061432932,0.474034172,0.075707873,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0
107,2,Thierry Henry,Paul Robinson,Arsenal,From Free Kick,0.21526471,0,112.3,29.4,1.421223074,2.861780653,3.060557823,0.15417296,-0.063828802,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
108,2,Thierry Henry,Paul Robinson,Arsenal,Regular Play,0.1910535,1,110.3,28.1,1.665406047,1.733939317,2.879822227,0.634826745,0.041492449,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
109,2,Thierry Henry,Paul Robinson,Arsenal,From Free Kick,0.25292137,0,107.8,53.1,1.941871482,2.117727948,2.665698717,0.150759315,-0.044393011,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
110,2,Thierry Henry,Paul Robinson,Arsenal,From Goal Kick,0.45147735,1,111.7,32.1,1.243004523,1.956498735,2.470080985,1.637838549,-0.071133278,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
111,2,Thierry Henry,Mark Schwarzer,Arsenal,From Counter,0.8797571,1,115.1,37.1,0.617656265,1.117386625,1.735217027,1.779668419,-0.068139402,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
112,2,Thierry Henry,Mark Schwarzer,Arsenal,From Free Kick,0.016413992,0,97.5,54.4,2.897816023,1.031165373,1.848597127,0.279668768,-0.054119051,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1
113,2,Thierry Henry,Mark Schwarzer,Arsenal,From Counter,0.30108938,0,107.2,51.9,1.895878103,2.305960818,2.431977348,0.196226497,-0.063291775,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
